"Directory","RelativePath","FileName","FullPath","Extension","SizeMB","SizeBytes"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\Net40\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\Net40\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\Net45\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\Net45\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\NetCore45\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\NetCore45\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\Portable-Net45+WinRT45+WP8\Readme.txt","Readme.txt","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\Portable-Net45+WinRT45+WP8\Readme.txt",".txt","0.001","1060"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\SL4\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\SL4\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\SL4-WindowsPhone71\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\SL4-WindowsPhone71\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\SL5\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\SL5\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\WP8\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\content\WP8\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net40\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net40\System.Reactive.PlatformServices.dll",".dll","0.0357","37448"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net40\System.Reactive.PlatformServices.XML","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net40\System.Reactive.PlatformServices.XML",".XML","0.0236","24749"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net45\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net45\System.Reactive.PlatformServices.dll",".dll","0.0362","37960"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net45\System.Reactive.PlatformServices.XML","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Net45\System.Reactive.PlatformServices.XML",".XML","0.0236","24749"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\NetCore45\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\NetCore45\System.Reactive.PlatformServices.dll",".dll","0.0387","40544"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\NetCore45\System.Reactive.PlatformServices.XML","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\NetCore45\System.Reactive.PlatformServices.XML",".XML","0.0231","24249"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.PlatformServices.dll",".dll","0.0382","40016"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.PlatformServices.XML","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.PlatformServices.XML",".XML","0.0189","19791"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.dll",".dll","0.0362","37984"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.XML","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.XML",".XML","0.0225","23594"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.dll",".dll","0.0362","37976"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.XML","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.XML",".XML","0.0236","24749"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\App.config","App.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\App.config",".config","0.0002","187"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\packages.config","packages.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\packages.config",".config","0.0004","454"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\Program.cs","Program.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\Program.cs",".cs","0.0008","815"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\RXConsole.csproj","RXConsole.csproj","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\RXConsole.csproj",".csproj","0.0031","3297"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.exe","RXConsole.exe","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.exe",".exe","0.0059","6144"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.exe.config","RXConsole.exe.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.exe.config",".config","0.0002","187"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.pdb","RXConsole.pdb","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.pdb",".pdb","0.0132","13824"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe","RXConsole.vshost.exe","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe",".exe","0.0219","22984"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe.config","RXConsole.vshost.exe.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe.config",".config","0.0002","187"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe.manifest","RXConsole.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe.manifest",".manifest","0.0005","490"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Core.dll",".dll","0.1158","121416"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Core.xml","System.Reactive.Core.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Core.xml",".xml","0.1891","198318"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Interfaces.dll","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Interfaces.dll",".dll","0.023","24136"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Interfaces.xml","System.Reactive.Interfaces.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Interfaces.xml",".xml","0.0193","20236"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Linq.dll","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Linq.dll",".dll","0.6602","692296"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Linq.xml","System.Reactive.Linq.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Linq.xml",".xml","0.948","994052"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.PlatformServices.dll","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.PlatformServices.dll",".dll","0.0362","37960"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.PlatformServices.xml","System.Reactive.PlatformServices.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.PlatformServices.xml",".xml","0.0236","24749"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","DesignTimeResolveAssemblyReferencesInput.cache","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache",".cache","0.007","7385"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.csproj.FileListAbsolute.txt","RXConsole.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.csproj.FileListAbsolute.txt",".txt","0.0016","1648"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.csprojResolveAssemblyReference.cache","RXConsole.csprojResolveAssemblyReference.cache","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.csprojResolveAssemblyReference.cache",".cache","0.044","46131"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.exe","RXConsole.exe","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.exe",".exe","0.0059","6144"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.pdb","RXConsole.pdb","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.pdb",".pdb","0.0132","13824"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs","TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs",".cs","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs",".cs","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs",".cs","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\Properties\AssemblyInfo.cs","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\Properties\AssemblyInfo.cs",".cs","0.0014","1430"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB.sln","RXToSHOB.sln","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB.sln",".sln","0.0025","2592"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB.v11.suo","RXToSHOB.v11.suo","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB.v11.suo",".suo","0.1323","138752"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\repositories.config","repositories.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\repositories.config",".config","0.0001","127"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\Rx-Core.2.1.30214.0.nupkg","Rx-Core.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\Rx-Core.2.1.30214.0.nupkg",".nupkg","0.4764","499563"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\Rx-Core.2.1.30214.0.nuspec","Rx-Core.2.1.30214.0.nuspec","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\Rx-Core.2.1.30214.0.nuspec",".nuspec","0.0013","1399"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net40\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net40\System.Reactive.Core.dll",".dll","0.0992","104008"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net40\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net40\System.Reactive.Core.XML",".XML","0.1662","174298"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net45\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net45\System.Reactive.Core.dll",".dll","0.1158","121416"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net45\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net45\System.Reactive.Core.XML",".XML","0.1891","198318"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\NetCore45\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\NetCore45\System.Reactive.Core.dll",".dll","0.1158","121416"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\NetCore45\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\NetCore45\System.Reactive.Core.XML",".XML","0.1891","198318"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Core.dll",".dll","0.1158","121416"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Core.XML",".XML","0.1891","198318"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4\_._","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4\_._","._","0","0"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Core.dll",".dll","0.0992","104016"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Core.XML",".XML","0.1583","166028"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL5\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL5\System.Reactive.Core.dll",".dll","0.1002","105032"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL5\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL5\System.Reactive.Core.XML",".XML","0.1662","174298"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\WP8\System.Reactive.Core.dll","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\WP8\System.Reactive.Core.dll",".dll","0.1158","121416"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\WP8\System.Reactive.Core.XML","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\WP8\System.Reactive.Core.XML",".XML","0.1891","198318"
"ReactiveExtensions","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\Rx-Interfaces.2.1.30214.0.nupkg","Rx-Interfaces.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\Rx-Interfaces.2.1.30214.0.nupkg",".nupkg","0.1162","121888"
