"Directory","FileName","FullPath","Extension","SizeMB","SizeBytes"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.XML",".XML","0.02","23594"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.dll",".dll","0.04","37976"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.XML",".XML","0.02","24749"
"ReactiveExtensions","App.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\App.config",".config","0","187"
"ReactiveExtensions","packages.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\packages.config",".config","0","454"
"ReactiveExtensions","Program.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\Program.cs",".cs","0","815"
"ReactiveExtensions","RXConsole.csproj","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\RXConsole.csproj",".csproj","0","3297"
"ReactiveExtensions","RXConsole.exe","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.exe",".exe","0.01","6144"
"ReactiveExtensions","RXConsole.exe.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.exe.config",".config","0","187"
"ReactiveExtensions","RXConsole.pdb","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.pdb",".pdb","0.01","13824"
"ReactiveExtensions","RXConsole.vshost.exe","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe",".exe","0.02","22984"
"ReactiveExtensions","RXConsole.vshost.exe.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe.config",".config","0","187"
"ReactiveExtensions","RXConsole.vshost.exe.manifest","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\RXConsole.vshost.exe.manifest",".manifest","0","490"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Core.dll",".dll","0.12","121416"
"ReactiveExtensions","System.Reactive.Core.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Core.xml",".xml","0.19","198318"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Interfaces.dll",".dll","0.02","24136"
"ReactiveExtensions","System.Reactive.Interfaces.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Interfaces.xml",".xml","0.02","20236"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Linq.dll",".dll","0.66","692296"
"ReactiveExtensions","System.Reactive.Linq.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.Linq.xml",".xml","0.95","994052"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.PlatformServices.dll",".dll","0.04","37960"
"ReactiveExtensions","System.Reactive.PlatformServices.xml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\bin\Debug\System.Reactive.PlatformServices.xml",".xml","0.02","24749"
"ReactiveExtensions","DesignTimeResolveAssemblyReferencesInput.cache","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache",".cache","0.01","7385"
"ReactiveExtensions","RXConsole.csproj.FileListAbsolute.txt","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.csproj.FileListAbsolute.txt",".txt","0","1648"
"ReactiveExtensions","RXConsole.csprojResolveAssemblyReference.cache","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.csprojResolveAssemblyReference.cache",".cache","0.04","46131"
"ReactiveExtensions","RXConsole.exe","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.exe",".exe","0.01","6144"
"ReactiveExtensions","RXConsole.pdb","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\RXConsole.pdb",".pdb","0.01","13824"
"ReactiveExtensions","TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs",".cs","0","0"
"ReactiveExtensions","TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs",".cs","0","0"
"ReactiveExtensions","TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs",".cs","0","0"
"ReactiveExtensions","AssemblyInfo.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXConsole\RXConsole\Properties\AssemblyInfo.cs",".cs","0","1430"
"ReactiveExtensions","RXToSHOB.sln","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB.sln",".sln","0","2592"
"ReactiveExtensions","RXToSHOB.v11.suo","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB.v11.suo",".suo","0.13","138752"
"ReactiveExtensions","repositories.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\repositories.config",".config","0","127"
"ReactiveExtensions","Rx-Core.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\Rx-Core.2.1.30214.0.nupkg",".nupkg","0.48","499563"
"ReactiveExtensions","Rx-Core.2.1.30214.0.nuspec","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\Rx-Core.2.1.30214.0.nuspec",".nuspec","0","1399"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net40\System.Reactive.Core.dll",".dll","0.1","104008"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net40\System.Reactive.Core.XML",".XML","0.17","174298"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net45\System.Reactive.Core.dll",".dll","0.12","121416"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Net45\System.Reactive.Core.XML",".XML","0.19","198318"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\NetCore45\System.Reactive.Core.dll",".dll","0.12","121416"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\NetCore45\System.Reactive.Core.XML",".XML","0.19","198318"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Core.dll",".dll","0.12","121416"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Core.XML",".XML","0.19","198318"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4\_._","._","0","0"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Core.dll",".dll","0.1","104016"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Core.XML",".XML","0.16","166028"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL5\System.Reactive.Core.dll",".dll","0.1","105032"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\SL5\System.Reactive.Core.XML",".XML","0.17","174298"
"ReactiveExtensions","System.Reactive.Core.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\WP8\System.Reactive.Core.dll",".dll","0.12","121416"
"ReactiveExtensions","System.Reactive.Core.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Core.2.1.30214.0\lib\WP8\System.Reactive.Core.XML",".XML","0.19","198318"
"ReactiveExtensions","Rx-Interfaces.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\Rx-Interfaces.2.1.30214.0.nupkg",".nupkg","0.12","121888"
"ReactiveExtensions","Rx-Interfaces.2.1.30214.0.nuspec","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\Rx-Interfaces.2.1.30214.0.nuspec",".nuspec","0","1190"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\Net40\System.Reactive.Interfaces.dll",".dll","0.02","24136"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\Net40\System.Reactive.Interfaces.XML",".XML","0.02","20236"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\Net45\System.Reactive.Interfaces.dll",".dll","0.02","24136"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\Net45\System.Reactive.Interfaces.XML",".XML","0.02","20236"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\NetCore45\System.Reactive.Interfaces.dll",".dll","0.02","24136"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\NetCore45\System.Reactive.Interfaces.XML",".XML","0.02","20236"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Interfaces.dll",".dll","0.02","24136"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Interfaces.XML",".XML","0.02","20236"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\SL4\_._","._","0","0"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Interfaces.dll",".dll","0.02","24144"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Interfaces.XML",".XML","0.02","20236"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\SL5\System.Reactive.Interfaces.dll",".dll","0.02","24152"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\SL5\System.Reactive.Interfaces.XML",".XML","0.02","21518"
"ReactiveExtensions","System.Reactive.Interfaces.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\WP8\System.Reactive.Interfaces.dll",".dll","0.02","24136"
"ReactiveExtensions","System.Reactive.Interfaces.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Interfaces.2.1.30214.0\lib\WP8\System.Reactive.Interfaces.XML",".XML","0.02","20236"
"ReactiveExtensions","Rx-Linq.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\Rx-Linq.2.1.30214.0.nupkg",".nupkg","1.72","1806118"
"ReactiveExtensions","Rx-Linq.2.1.30214.0.nuspec","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\Rx-Linq.2.1.30214.0.nuspec",".nuspec","0","1480"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\Net40\System.Reactive.Linq.dll",".dll","0.65","686664"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\Net40\System.Reactive.Linq.XML",".XML","0.94","989985"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\Net45\System.Reactive.Linq.dll",".dll","0.66","692296"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\Net45\System.Reactive.Linq.XML",".XML","0.95","994052"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\NetCore45\System.Reactive.Linq.dll",".dll","0.66","692296"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\NetCore45\System.Reactive.Linq.XML",".XML","0.95","994052"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Linq.dll",".dll","0.66","692296"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\System.Reactive.Linq.XML",".XML","0.95","994052"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\SL4\_._","._","0","0"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Linq.dll",".dll","0.38","393824"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.Linq.XML",".XML","0.66","693112"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\SL5\System.Reactive.Linq.dll",".dll","0.66","687176"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\SL5\System.Reactive.Linq.XML",".XML","0.94","989985"
"ReactiveExtensions","System.Reactive.Linq.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\WP8\System.Reactive.Linq.dll",".dll","0.66","692296"
"ReactiveExtensions","System.Reactive.Linq.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Linq.2.1.30214.0\lib\WP8\System.Reactive.Linq.XML",".XML","0.95","994052"
"ReactiveExtensions","Rx-Main.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Main.2.1.30214.0\Rx-Main.2.1.30214.0.nupkg",".nupkg","0","2753"
"ReactiveExtensions","Rx-Main.2.1.30214.0.nuspec","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-Main.2.1.30214.0\Rx-Main.2.1.30214.0.nuspec",".nuspec","0","1246"
"ReactiveExtensions","Rx-PlatformServices.2.1.30214.0.nupkg","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\Rx-PlatformServices.2.1.30214.0.nupkg",".nupkg","0.14","152043"
"ReactiveExtensions","Rx-PlatformServices.2.1.30214.0.nuspec","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\Rx-PlatformServices.2.1.30214.0.nuspec",".nuspec","0","1527"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\Net40\_._","._","0","0"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\Net45\_._","._","0","0"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\NetCore45\_._","._","0","0"
"ReactiveExtensions","Readme.txt","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\Portable-Net45+WinRT45+WP8\Readme.txt",".txt","0","1060"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\SL4\_._","._","0","0"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\SL4-WindowsPhone71\_._","._","0","0"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\SL5\_._","._","0","0"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\content\WP8\_._","._","0","0"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\Net40\System.Reactive.PlatformServices.dll",".dll","0.04","37448"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\Net40\System.Reactive.PlatformServices.XML",".XML","0.02","24749"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\Net45\System.Reactive.PlatformServices.dll",".dll","0.04","37960"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\Net45\System.Reactive.PlatformServices.XML",".XML","0.02","24749"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\NetCore45\System.Reactive.PlatformServices.dll",".dll","0.04","40544"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\NetCore45\System.Reactive.PlatformServices.XML",".XML","0.02","24249"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\Portable-Net45+WinRT45+WP8\_._","._","0","0"
"ReactiveExtensions","_._","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4\_._","._","0","0"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.PlatformServices.dll",".dll","0.04","40016"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\SL4-WindowsPhone71\System.Reactive.PlatformServices.XML",".XML","0.02","19791"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.dll",".dll","0.04","37984"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\SL5\System.Reactive.PlatformServices.XML",".XML","0.02","23594"
"ReactiveExtensions","System.Reactive.PlatformServices.dll","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.dll",".dll","0.04","37976"
"ReactiveExtensions","System.Reactive.PlatformServices.XML","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\packages\Rx-PlatformServices.2.1.30214.0\lib\WP8\System.Reactive.PlatformServices.XML",".XML","0.02","24749"
"ReactiveExtensions","App.xaml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB\App.xaml",".xaml","0","739"
"ReactiveExtensions","App.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB\App.xaml.cs",".cs","0","5076"
"ReactiveExtensions","MainPage.xaml","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB\MainPage.xaml",".xaml","0","477"
"ReactiveExtensions","MainPage.xaml.cs","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB\MainPage.xaml.cs",".cs","0","1165"
"ReactiveExtensions","Package.appxmanifest","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB\Package.appxmanifest",".appxmanifest","0","1269"
"ReactiveExtensions","packages.config","C:\Users\tamirdresher\OneDrive\Lectures\ReactiveExtensions\Demo\RXToSHOB\RXToSHOB\packages.config",".config","0","444"
